date,entity,segment,product_type,volume_in,volume_converted,volume_lost,revenue_per_unit
2023-05-24,PJM East,Broker,Term,37,31,6,90.98
2023-05-25,PJM East,Broker,Term,35,30,5,91.65
2023-05-26,PJM East,Broker,Term,34,30,4,91.02
2023-05-27,PJM East,Broker,Term,6,5,1,90.19
2023-05-28,PJM East,Broker,Term,6,5,1,91.49
2023-05-29,PJM East,Broker,Term,35,30,5,86.59
2023-05-30,PJM East,Broker,Term,36,31,5,87.28
2023-05-31,PJM East,Broker,Term,36,30,6,90.98
2023-06-01,PJM East,Broker,Term,38,32,6,90.12
2023-06-02,PJM East,Broker,Term,38,32,6,88.14
2023-06-03,PJM East,Broker,Term,5,4,1,88.9
2023-06-04,PJM East,Broker,Term,6,5,1,89.23
2023-06-05,PJM East,Broker,Term,38,32,6,87.21
2023-06-06,PJM East,Broker,Term,37,32,5,92.29
2023-06-07,PJM East,Broker,Term,34,30,4,90.1
2023-06-08,PJM East,Broker,Term,38,33,5,88.94
2023-06-09,PJM East,Broker,Term,39,34,5,92.33
2023-06-10,PJM East,Broker,Term,5,4,1,88.05
2023-06-11,PJM East,Broker,Term,5,4,1,89.71
2023-06-12,PJM East,Broker,Term,36,30,6,89.04
2023-06-13,PJM East,Broker,Term,37,31,6,92.6
2023-06-14,PJM East,Broker,Term,38,33,5,90.37
2023-06-15,PJM East,Broker,Term,39,34,5,91.45
2023-06-16,PJM East,Broker,Term,37,32,5,90.03
2023-06-17,PJM East,Broker,Term,6,5,1,91.86
2023-06-18,PJM East,Broker,Term,5,4,1,89.6
2023-06-19,PJM East,Broker,Term,37,32,5,90.59
2023-06-20,PJM East,Broker,Term,37,32,5,87.93
2023-06-21,PJM East,Broker,Term,39,33,6,91.47
2023-06-22,PJM East,Broker,Term,36,31,5,87.74
2023-06-23,PJM East,Broker,Term,37,31,6,89.68
2023-06-24,PJM East,Broker,Term,5,4,1,89.67
2023-06-25,PJM East,Broker,Term,5,4,1,91.24
2023-06-26,PJM East,Broker,Term,38,33,5,88.19
2023-06-27,PJM East,Broker,Term,34,29,5,88.6
2023-06-28,PJM East,Broker,Term,38,34,4,92.67
2023-06-29,PJM East,Broker,Term,35,30,5,91.2
2023-06-30,PJM East,Broker,Term,39,33,6,90.74
2023-07-01,PJM East,Broker,Term,6,5,1,87.83
2023-07-02,PJM East,Broker,Term,6,5,1,88.85
2023-07-03,PJM East,Broker,Term,39,35,4,92.36
2023-07-04,PJM East,Broker,Term,36,31,5,90.44
2023-07-05,PJM East,Broker,Term,39,34,5,92.7
2023-07-06,PJM East,Broker,Term,39,34,5,87.11
2023-07-07,PJM East,Broker,Term,39,33,6,88.55
2023-07-08,PJM East,Broker,Term,6,5,1,92.05
2023-07-09,PJM East,Broker,Term,6,5,1,91.58
2023-07-10,PJM East,Broker,Term,38,33,5,88.61
2023-07-11,PJM East,Broker,Term,37,31,6,91.24
2023-07-12,PJM East,Broker,Term,34,29,5,90.28
2023-07-13,PJM East,Broker,Term,35,30,5,86.06
2023-07-14,PJM East,Broker,Term,37,31,6,88.36
2023-07-15,PJM East,Broker,Term,5,4,1,89.82
2023-07-16,PJM East,Broker,Term,6,5,1,86.52
2023-07-17,PJM East,Broker,Term,39,33,6,89.66
2023-07-18,PJM East,Broker,Term,38,32,6,92.8
2023-07-19,PJM East,Broker,Term,39,34,5,89.47
2023-07-20,PJM East,Broker,Term,36,31,5,89.74
2023-07-21,PJM East,Broker,Term,41,35,6,90.78
2023-07-22,PJM East,Broker,Term,6,5,1,86.37
2023-07-23,PJM East,Broker,Term,6,5,1,89.47
2023-07-24,PJM East,Broker,Term,37,32,5,89.12
2023-07-25,PJM East,Broker,Term,39,32,7,87.27
2023-07-26,PJM East,Broker,Term,39,33,6,87.41
2023-07-27,PJM East,Broker,Term,38,33,5,86.91
2023-07-28,PJM East,Broker,Term,37,32,5,90.38
2023-07-29,PJM East,Broker,Term,6,5,1,89.53
2023-07-30,PJM East,Broker,Term,6,5,1,88.25
2023-07-31,PJM East,Broker,Term,38,32,6,90.35
2023-08-01,PJM East,Broker,Term,40,33,7,88.2
2023-08-02,PJM East,Broker,Term,38,33,5,90.15
2023-08-03,PJM East,Broker,Term,38,31,7,89.11
2023-08-04,PJM East,Broker,Term,38,33,5,87.87
2023-08-05,PJM East,Broker,Term,6,5,1,89.23
2023-08-06,PJM East,Broker,Term,6,5,1,91.84
2023-08-07,PJM East,Broker,Term,39,33,6,93.87
2023-08-08,PJM East,Broker,Term,36,32,4,87.05
2023-08-09,PJM East,Broker,Term,38,33,5,91.38
2023-08-10,PJM East,Broker,Term,36,31,5,91.5
2023-08-11,PJM East,Broker,Term,36,32,4,88.21
2023-08-12,PJM East,Broker,Term,6,5,1,91.46
2023-08-13,PJM East,Broker,Term,6,5,1,88.42
2023-08-14,PJM East,Broker,Term,36,30,6,88.93
2023-08-15,PJM East,Broker,Term,37,32,5,91.06
2023-08-16,PJM East,Broker,Term,38,33,5,94.26
2023-08-17,PJM East,Broker,Term,38,33,5,87.3
2023-08-18,PJM East,Broker,Term,38,32,6,88.61
2023-08-19,PJM East,Broker,Term,6,5,1,90.58
2023-08-20,PJM East,Broker,Term,6,5,1,93.87
2023-08-21,PJM East,Broker,Term,38,33,5,88.95
2023-08-22,PJM East,Broker,Term,40,36,4,89.98
2023-08-23,PJM East,Broker,Term,37,32,5,90.37
2023-08-24,PJM East,Broker,Term,39,35,4,89.62
2023-08-25,PJM East,Broker,Term,37,33,4,86.49
2023-08-26,PJM East,Broker,Term,6,5,1,87.4
2023-08-27,PJM East,Broker,Term,6,5,1,89.94
2023-08-28,PJM East,Broker,Term,36,31,5,87.07
2023-08-29,PJM East,Broker,Term,36,32,4,91.24
2023-08-30,PJM East,Broker,Term,36,32,4,94.83
2023-08-31,PJM East,Broker,Term,37,31,6,91.05
2023-09-01,PJM East,Broker,Term,37,30,7,89.89
2023-09-02,PJM East,Broker,Term,6,5,1,89.18
2023-09-03,PJM East,Broker,Term,5,4,1,92.61
2023-09-04,PJM East,Broker,Term,36,31,5,92.26
2023-09-05,PJM East,Broker,Term,35,30,5,93.84
2023-09-06,PJM East,Broker,Term,37,32,5,92.84
2023-09-07,PJM East,Broker,Term,35,31,4,89.93
2023-09-08,PJM East,Broker,Term,33,29,4,92.15
2023-09-09,PJM East,Broker,Term,5,4,1,90.65
2023-09-10,PJM East,Broker,Term,6,5,1,90.02
2023-09-11,PJM East,Broker,Term,38,34,4,93.67
2023-09-12,PJM East,Broker,Term,34,29,5,92.05
2023-09-13,PJM East,Broker,Term,37,31,6,87.32
2023-09-14,PJM East,Broker,Term,35,29,6,89.7
2023-09-15,PJM East,Broker,Term,36,31,5,88.29
2023-09-16,PJM East,Broker,Term,5,4,1,90.99
2023-09-17,PJM East,Broker,Term,6,5,1,92.29
2023-09-18,PJM East,Broker,Term,33,29,4,88.86
2023-09-19,PJM East,Broker,Term,35,29,6,92.91
2023-09-20,PJM East,Broker,Term,35,30,5,87.76
2023-09-21,PJM East,Broker,Term,37,33,4,88.11
2023-09-22,PJM East,Broker,Term,37,32,5,89.01
2023-09-23,PJM East,Broker,Term,5,4,1,92.67
2023-09-24,PJM East,Broker,Term,5,4,1,88.29
2023-09-25,PJM East,Broker,Term,37,31,6,88.83
2023-09-26,PJM East,Broker,Term,36,31,5,87.98
2023-09-27,PJM East,Broker,Term,37,32,5,91.11
2023-09-28,PJM East,Broker,Term,37,32,5,91.18
2023-09-29,PJM East,Broker,Term,36,30,6,88.66
2023-09-30,PJM East,Broker,Term,6,5,1,90.91
2023-10-01,PJM East,Broker,Term,5,4,1,93.9
2023-10-02,PJM East,Broker,Term,34,29,5,91.23
2023-10-03,PJM East,Broker,Term,37,32,5,88.87
2023-10-04,PJM East,Broker,Term,36,32,4,91.79
2023-10-05,PJM East,Broker,Term,33,27,6,86.04
2023-10-06,PJM East,Broker,Term,34,30,4,90.66
2023-10-07,PJM East,Broker,Term,5,4,1,87.49
2023-10-08,PJM East,Broker,Term,5,4,1,88.63
2023-10-09,PJM East,Broker,Term,34,29,5,88.44
2023-10-10,PJM East,Broker,Term,36,31,5,91.4
2023-10-11,PJM East,Broker,Term,35,30,5,89.37
2023-10-12,PJM East,Broker,Term,35,29,6,89.11
2023-10-13,PJM East,Broker,Term,34,29,5,90.98
2023-10-14,PJM East,Broker,Term,5,4,1,90.84
2023-10-15,PJM East,Broker,Term,6,5,1,90.13
2023-10-16,PJM East,Broker,Term,34,29,5,90.77
2023-10-17,PJM East,Broker,Term,35,30,5,91.41
2023-10-18,PJM East,Broker,Term,37,33,4,89.85
2023-10-19,PJM East,Broker,Term,35,30,5,91.63
2023-10-20,PJM East,Broker,Term,35,31,4,90.82
2023-10-21,PJM East,Broker,Term,6,5,1,89.49
2023-10-22,PJM East,Broker,Term,5,4,1,91.21
2023-10-23,PJM East,Broker,Term,33,28,5,88.64
2023-10-24,PJM East,Broker,Term,37,32,5,87.37
2023-10-25,PJM East,Broker,Term,34,29,5,91.09
2023-10-26,PJM East,Broker,Term,32,27,5,90.21
2023-10-27,PJM East,Broker,Term,35,30,5,89.79
2023-10-28,PJM East,Broker,Term,5,4,1,91.88
2023-10-29,PJM East,Broker,Term,5,4,1,92.15
2023-10-30,PJM East,Broker,Term,34,29,5,89.39
2023-10-31,PJM East,Broker,Term,33,28,5,89.86
2023-11-01,PJM East,Broker,Term,36,30,6,91.62
2023-11-02,PJM East,Broker,Term,35,30,5,90.81
2023-11-03,PJM East,Broker,Term,34,29,5,89.12
2023-11-04,PJM East,Broker,Term,5,4,1,88.13
2023-11-05,PJM East,Broker,Term,5,4,1,92.32
2023-11-06,PJM East,Broker,Term,34,28,6,89.6
2023-11-07,PJM East,Broker,Term,32,28,4,87.43
2023-11-08,PJM East,Broker,Term,33,28,5,91.93
2023-11-09,PJM East,Broker,Term,36,33,3,89.62
2023-11-10,PJM East,Broker,Term,32,28,4,90.31
2023-11-11,PJM East,Broker,Term,5,4,1,89.77
2023-11-12,PJM East,Broker,Term,5,4,1,94.27
2023-11-13,PJM East,Broker,Term,32,28,4,91.23
2023-11-14,PJM East,Broker,Term,34,30,4,89.0
2023-11-15,PJM East,Broker,Term,30,25,5,90.91
2023-11-16,PJM East,Broker,Term,35,30,5,89.1
2023-11-17,PJM East,Broker,Term,36,31,5,88.56
2023-11-18,PJM East,Broker,Term,5,4,1,90.53
2023-11-19,PJM East,Broker,Term,5,4,1,89.56
2023-11-20,PJM East,Broker,Term,33,28,5,89.98
2023-11-21,PJM East,Broker,Term,32,28,4,87.63
2023-11-22,PJM East,Broker,Term,34,29,5,90.53
2023-11-23,PJM East,Broker,Term,32,27,5,86.1
2023-11-24,PJM East,Broker,Term,34,29,5,88.69
2023-11-25,PJM East,Broker,Term,5,4,1,92.72
2023-11-26,PJM East,Broker,Term,5,4,1,90.16
2023-11-27,PJM East,Broker,Term,34,28,6,91.69
2023-11-28,PJM East,Broker,Term,31,28,3,92.03
2023-11-29,PJM East,Broker,Term,34,29,5,88.46
2023-11-30,PJM East,Broker,Term,33,28,5,91.81
2023-12-01,PJM East,Broker,Term,33,28,5,89.28
2023-12-02,PJM East,Broker,Term,5,4,1,87.75
2023-12-03,PJM East,Broker,Term,5,4,1,91.24
2023-12-04,PJM East,Broker,Term,32,27,5,94.36
2023-12-05,PJM East,Broker,Term,33,29,4,88.39
2023-12-06,PJM East,Broker,Term,34,29,5,90.24
2023-12-07,PJM East,Broker,Term,34,30,4,88.28
2023-12-08,PJM East,Broker,Term,32,27,5,87.88
2023-12-09,PJM East,Broker,Term,5,4,1,91.26
2023-12-10,PJM East,Broker,Term,5,4,1,90.48
2023-12-11,PJM East,Broker,Term,33,28,5,89.16
2023-12-12,PJM East,Broker,Term,35,30,5,86.94
2023-12-13,PJM East,Broker,Term,33,29,4,87.53
2023-12-14,PJM East,Broker,Term,31,27,4,89.47
2023-12-15,PJM East,Broker,Term,34,29,5,90.31
2023-12-16,PJM East,Broker,Term,5,4,1,90.99
2023-12-17,PJM East,Broker,Term,5,4,1,93.16
2023-12-18,PJM East,Broker,Term,32,28,4,93.1
2023-12-19,PJM East,Broker,Term,32,28,4,89.78
2023-12-20,PJM East,Broker,Term,36,31,5,89.24
2023-12-21,PJM East,Broker,Term,32,27,5,92.18
2023-12-22,PJM East,Broker,Term,33,29,4,91.55
2023-12-23,PJM East,Broker,Term,5,4,1,92.6
2023-12-24,PJM East,Broker,Term,5,4,1,87.78
2023-12-25,PJM East,Broker,Term,34,29,5,91.04
2023-12-26,PJM East,Broker,Term,32,27,5,91.71
2023-12-27,PJM East,Broker,Term,33,28,5,92.57
2023-12-28,PJM East,Broker,Term,32,27,5,87.01
2023-12-29,PJM East,Broker,Term,32,27,5,89.38
2023-12-30,PJM East,Broker,Term,5,4,1,89.48
2023-12-31,PJM East,Broker,Term,5,4,1,88.0
2024-01-01,PJM East,Broker,Term,33,29,4,88.78
2024-01-02,PJM East,Broker,Term,33,28,5,93.41
2024-01-03,PJM East,Broker,Term,32,27,5,91.62
2024-01-04,PJM East,Broker,Term,29,24,5,90.66
2024-01-05,PJM East,Broker,Term,32,28,4,91.69
2024-01-06,PJM East,Broker,Term,5,4,1,88.52
2024-01-07,PJM East,Broker,Term,5,4,1,87.86
2024-01-08,PJM East,Broker,Term,33,29,4,87.29
2024-01-09,PJM East,Broker,Term,30,27,3,87.24
2024-01-10,PJM East,Broker,Term,30,25,5,93.13
2024-01-11,PJM East,Broker,Term,32,26,6,90.71
2024-01-12,PJM East,Broker,Term,34,29,5,89.29
2024-01-13,PJM East,Broker,Term,5,4,1,91.0
2024-01-14,PJM East,Broker,Term,5,4,1,91.36
2024-01-15,PJM East,Broker,Term,33,29,4,90.36
2024-01-16,PJM East,Broker,Term,32,28,4,91.71
2024-01-17,PJM East,Broker,Term,33,29,4,91.76
2024-01-18,PJM East,Broker,Term,34,29,5,94.61
2024-01-19,PJM East,Broker,Term,31,26,5,87.08
2024-01-20,PJM East,Broker,Term,5,4,1,92.2
2024-01-21,PJM East,Broker,Term,5,4,1,90.43
2024-01-22,PJM East,Broker,Term,31,27,4,91.11
2024-01-23,PJM East,Broker,Term,35,30,5,90.72
2024-01-24,PJM East,Broker,Term,32,28,4,93.03
2024-01-25,PJM East,Broker,Term,32,28,4,91.62
2024-01-26,PJM East,Broker,Term,34,30,4,88.94
2024-01-27,PJM East,Broker,Term,5,4,1,89.84
2024-01-28,PJM East,Broker,Term,4,3,1,91.7
2024-01-29,PJM East,Broker,Term,34,29,5,90.44
2024-01-30,PJM East,Broker,Term,31,27,4,88.66
2024-01-31,PJM East,Broker,Term,33,29,4,90.06
2024-02-01,PJM East,Broker,Term,33,29,4,89.97
2024-02-02,PJM East,Broker,Term,30,26,4,88.53
2024-02-03,PJM East,Broker,Term,5,4,1,90.76
2024-02-04,PJM East,Broker,Term,5,4,1,90.16
2024-02-05,PJM East,Broker,Term,34,30,4,92.34
2024-02-06,PJM East,Broker,Term,33,29,4,90.83
2024-02-07,PJM East,Broker,Term,33,29,4,90.24
2024-02-08,PJM East,Broker,Term,33,29,4,89.99
2024-02-09,PJM East,Broker,Term,30,27,3,90.76
2024-02-10,PJM East,Broker,Term,5,4,1,88.58
2024-02-11,PJM East,Broker,Term,5,4,1,91.02
2024-02-12,PJM East,Broker,Term,32,28,4,91.7
2024-02-13,PJM East,Broker,Term,35,30,5,92.37
2024-02-14,PJM East,Broker,Term,31,26,5,91.16
2024-02-15,PJM East,Broker,Term,31,28,3,87.54
2024-02-16,PJM East,Broker,Term,33,28,5,90.61
2024-02-17,PJM East,Broker,Term,5,4,1,90.68
2024-02-18,PJM East,Broker,Term,5,4,1,93.11
2024-02-19,PJM East,Broker,Term,30,26,4,90.77
2024-02-20,PJM East,Broker,Term,32,27,5,89.52
2024-02-21,PJM East,Broker,Term,34,29,5,88.52
2024-02-22,PJM East,Broker,Term,34,29,5,88.74
2024-02-23,PJM East,Broker,Term,31,27,4,90.17
2024-02-24,PJM East,Broker,Term,5,4,1,90.57
2024-02-25,PJM East,Broker,Term,5,4,1,92.84
2024-02-26,PJM East,Broker,Term,33,28,5,88.61
2024-02-27,PJM East,Broker,Term,32,27,5,87.59
2024-02-28,PJM East,Broker,Term,30,26,4,92.87
2024-02-29,PJM East,Broker,Term,33,29,4,91.55
2024-03-01,PJM East,Broker,Term,35,30,5,91.82
2024-03-02,PJM East,Broker,Term,5,4,1,88.67
2024-03-03,PJM East,Broker,Term,5,4,1,90.1
2024-03-04,PJM East,Broker,Term,36,31,5,91.15
2024-03-05,PJM East,Broker,Term,33,28,5,88.54
2024-03-06,PJM East,Broker,Term,34,29,5,90.37
2024-03-07,PJM East,Broker,Term,35,31,4,87.97
2024-03-08,PJM East,Broker,Term,33,29,4,89.67
2024-03-09,PJM East,Broker,Term,5,4,1,91.63
2024-03-10,PJM East,Broker,Term,5,4,1,92.5
2024-03-11,PJM East,Broker,Term,33,29,4,90.23
2024-03-12,PJM East,Broker,Term,34,30,4,91.66
2024-03-13,PJM East,Broker,Term,32,27,5,88.37
2024-03-14,PJM East,Broker,Term,32,28,4,85.84
2024-03-15,PJM East,Broker,Term,34,30,4,91.84
2024-03-16,PJM East,Broker,Term,5,4,1,92.22
2024-03-17,PJM East,Broker,Term,5,4,1,91.94
2024-03-18,PJM East,Broker,Term,33,29,4,88.32
2024-03-19,PJM East,Broker,Term,35,31,4,91.97
2024-03-20,PJM East,Broker,Term,34,28,6,87.07
2024-03-21,PJM East,Broker,Term,33,28,5,90.77
2024-03-22,PJM East,Broker,Term,32,28,4,88.64
2024-03-23,PJM East,Broker,Term,5,4,1,91.72
2024-03-24,PJM East,Broker,Term,5,4,1,89.99
2024-03-25,PJM East,Broker,Term,35,31,4,91.7
2024-03-26,PJM East,Broker,Term,32,27,5,88.83
2024-03-27,PJM East,Broker,Term,34,30,4,91.55
2024-03-28,PJM East,Broker,Term,33,28,5,92.25
2024-03-29,PJM East,Broker,Term,34,31,3,88.94
2024-03-30,PJM East,Broker,Term,5,4,1,91.65
2024-03-31,PJM East,Broker,Term,5,4,1,90.98
2024-04-01,PJM East,Broker,Term,33,28,5,87.05
2024-04-02,PJM East,Broker,Term,35,31,4,91.06
2024-04-03,PJM East,Broker,Term,32,28,4,91.33
2024-04-04,PJM East,Broker,Term,34,30,4,91.9
2024-04-05,PJM East,Broker,Term,37,31,6,90.63
2024-04-06,PJM East,Broker,Term,5,4,1,88.52
2024-04-07,PJM East,Broker,Term,5,4,1,88.12
2024-04-08,PJM East,Broker,Term,37,32,5,91.83
2024-04-09,PJM East,Broker,Term,35,30,5,88.25
2024-04-10,PJM East,Broker,Term,37,32,5,92.44
2024-04-11,PJM East,Broker,Term,35,31,4,91.29
2024-04-12,PJM East,Broker,Term,36,30,6,87.05
2024-04-13,PJM East,Broker,Term,5,4,1,91.55
2024-04-14,PJM East,Broker,Term,5,4,1,91.21
2024-04-15,PJM East,Broker,Term,34,29,5,90.68
2024-04-16,PJM East,Broker,Term,34,29,5,92.07
2024-04-17,PJM East,Broker,Term,37,32,5,87.42
2024-04-18,PJM East,Broker,Term,35,31,4,90.85
2024-04-19,PJM East,Broker,Term,34,30,4,87.48
2024-04-20,PJM East,Broker,Term,5,4,1,92.61
2024-04-21,PJM East,Broker,Term,5,4,1,89.01
2024-04-22,PJM East,Broker,Term,35,30,5,88.33
2024-04-23,PJM East,Broker,Term,34,30,4,89.08
2024-04-24,PJM East,Broker,Term,35,31,4,89.41
2024-04-25,PJM East,Broker,Term,35,31,4,89.77
2024-04-26,PJM East,Broker,Term,35,30,5,94.49
2024-04-27,PJM East,Broker,Term,5,4,1,89.52
2024-04-28,PJM East,Broker,Term,5,4,1,90.36
2024-04-29,PJM East,Broker,Term,34,29,5,86.17
2024-04-30,PJM East,Broker,Term,35,31,4,87.98
2024-05-01,PJM East,Broker,Term,36,31,5,89.58
2023-05-01,PJM East,Affiliate,Month_to_Month,48,41,7,
2023-05-02,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-05-03,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-05-04,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-05-05,PJM East,Affiliate,Month_to_Month,53,44,9,
2023-05-06,PJM East,Affiliate,Month_to_Month,42,34,8,
2023-05-07,PJM East,Affiliate,Month_to_Month,42,36,6,
2023-05-08,PJM East,Affiliate,Month_to_Month,46,39,7,
2023-05-09,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-05-10,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-05-11,PJM East,Affiliate,Month_to_Month,46,38,8,
2023-05-12,PJM East,Affiliate,Month_to_Month,48,38,10,
2023-05-13,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-05-14,PJM East,Affiliate,Month_to_Month,43,36,7,
2023-05-15,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-05-16,PJM East,Affiliate,Month_to_Month,50,42,8,
2023-05-17,PJM East,Affiliate,Month_to_Month,46,38,8,
2023-05-18,PJM East,Affiliate,Month_to_Month,46,39,7,
2023-05-19,PJM East,Affiliate,Month_to_Month,49,40,9,
2023-05-20,PJM East,Affiliate,Month_to_Month,39,34,5,
2023-05-21,PJM East,Affiliate,Month_to_Month,44,38,6,
2023-05-22,PJM East,Affiliate,Month_to_Month,47,38,9,
2023-05-23,PJM East,Affiliate,Month_to_Month,43,35,8,
2023-05-24,PJM East,Affiliate,Month_to_Month,45,38,7,
2023-05-25,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-05-26,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-05-27,PJM East,Affiliate,Month_to_Month,43,36,7,
2023-05-28,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-05-29,PJM East,Affiliate,Month_to_Month,46,39,7,
2023-05-30,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-05-31,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-06-01,PJM East,Affiliate,Month_to_Month,50,42,8,
2023-06-02,PJM East,Affiliate,Month_to_Month,51,42,9,
2023-06-03,PJM East,Affiliate,Month_to_Month,42,34,8,
2023-06-04,PJM East,Affiliate,Month_to_Month,45,36,9,
2023-06-05,PJM East,Affiliate,Month_to_Month,49,41,8,
2023-06-06,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-06-07,PJM East,Affiliate,Month_to_Month,46,38,8,
2023-06-08,PJM East,Affiliate,Month_to_Month,53,45,8,
2023-06-09,PJM East,Affiliate,Month_to_Month,47,38,9,
2023-06-10,PJM East,Affiliate,Month_to_Month,43,37,6,
2023-06-11,PJM East,Affiliate,Month_to_Month,44,38,6,
2023-06-12,PJM East,Affiliate,Month_to_Month,48,39,9,
2023-06-13,PJM East,Affiliate,Month_to_Month,49,40,9,
2023-06-14,PJM East,Affiliate,Month_to_Month,48,41,7,
2023-06-15,PJM East,Affiliate,Month_to_Month,50,42,8,
2023-06-16,PJM East,Affiliate,Month_to_Month,45,38,7,
2023-06-17,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-06-18,PJM East,Affiliate,Month_to_Month,43,35,8,
2023-06-19,PJM East,Affiliate,Month_to_Month,46,38,8,
2023-06-20,PJM East,Affiliate,Month_to_Month,48,41,7,
2023-06-21,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-06-22,PJM East,Affiliate,Month_to_Month,49,41,8,
2023-06-23,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-06-24,PJM East,Affiliate,Month_to_Month,45,38,7,
2023-06-25,PJM East,Affiliate,Month_to_Month,43,35,8,
2023-06-26,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-06-27,PJM East,Affiliate,Month_to_Month,48,39,9,
2023-06-28,PJM East,Affiliate,Month_to_Month,45,38,7,
2023-06-29,PJM East,Affiliate,Month_to_Month,44,36,8,
2023-06-30,PJM East,Affiliate,Month_to_Month,46,39,7,
2023-07-01,PJM East,Affiliate,Month_to_Month,42,36,6,
2023-07-02,PJM East,Affiliate,Month_to_Month,41,34,7,
2023-07-03,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-07-04,PJM East,Affiliate,Month_to_Month,43,36,7,
2023-07-05,PJM East,Affiliate,Month_to_Month,49,41,8,
2023-07-06,PJM East,Affiliate,Month_to_Month,49,40,9,
2023-07-07,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-07-08,PJM East,Affiliate,Month_to_Month,48,39,9,
2023-07-09,PJM East,Affiliate,Month_to_Month,43,35,8,
2023-07-10,PJM East,Affiliate,Month_to_Month,49,42,7,
2023-07-11,PJM East,Affiliate,Month_to_Month,46,39,7,
2023-07-12,PJM East,Affiliate,Month_to_Month,48,39,9,
2023-07-13,PJM East,Affiliate,Month_to_Month,48,38,10,
2023-07-14,PJM East,Affiliate,Month_to_Month,50,39,11,
2023-07-15,PJM East,Affiliate,Month_to_Month,43,36,7,
2023-07-16,PJM East,Affiliate,Month_to_Month,44,36,8,
2023-07-17,PJM East,Affiliate,Month_to_Month,51,43,8,
2023-07-18,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-07-19,PJM East,Affiliate,Month_to_Month,47,38,9,
2023-07-20,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-07-21,PJM East,Affiliate,Month_to_Month,45,36,9,
2023-07-22,PJM East,Affiliate,Month_to_Month,40,33,7,
2023-07-23,PJM East,Affiliate,Month_to_Month,41,33,8,
2023-07-24,PJM East,Affiliate,Month_to_Month,51,42,9,
2023-07-25,PJM East,Affiliate,Month_to_Month,51,43,8,
2023-07-26,PJM East,Affiliate,Month_to_Month,50,41,9,
2023-07-27,PJM East,Affiliate,Month_to_Month,50,41,9,
2023-07-28,PJM East,Affiliate,Month_to_Month,44,36,8,
2023-07-29,PJM East,Affiliate,Month_to_Month,44,36,8,
2023-07-30,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-07-31,PJM East,Affiliate,Month_to_Month,49,41,8,
2023-08-01,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-08-02,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-08-03,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-08-04,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-08-05,PJM East,Affiliate,Month_to_Month,46,38,8,
2023-08-06,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-08-07,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-08-08,PJM East,Affiliate,Month_to_Month,47,38,9,
2023-08-09,PJM East,Affiliate,Month_to_Month,46,39,7,
2023-08-10,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-08-11,PJM East,Affiliate,Month_to_Month,47,41,6,
2023-08-12,PJM East,Affiliate,Month_to_Month,43,36,7,
2023-08-13,PJM East,Affiliate,Month_to_Month,44,37,7,
2023-08-14,PJM East,Affiliate,Month_to_Month,50,41,9,
2023-08-15,PJM East,Affiliate,Month_to_Month,47,38,9,
2023-08-16,PJM East,Affiliate,Month_to_Month,48,40,8,
2023-08-17,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-08-18,PJM East,Affiliate,Month_to_Month,47,39,8,
2023-08-19,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-08-20,PJM East,Affiliate,Month_to_Month,43,36,7,
2023-08-21,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-08-22,PJM East,Affiliate,Month_to_Month,48,41,7,
2023-08-23,PJM East,Affiliate,Month_to_Month,47,40,7,
2023-08-24,PJM East,Affiliate,Month_to_Month,45,37,8,
2023-08-25,PJM East,Affiliate,Month_to_Month,51,41,10,
2023-08-26,PJM East,Affiliate,Month_to_Month,45,38,7,
2023-08-27,PJM East,Affiliate,Month_to_Month,44,36,8,
2023-08-28,PJM East,Affiliate,Month_to_Month,48,39,9,
